,Tweets,cleanedTweets
1144,"{""edit_history_tweet_ids"": [""1592229126911524864""], ""id"": ""1592229126911524864"", ""text"": ""@NormalGuy223 @CPC_HQ @PierrePoilievre Are you listening? Canadians healthcare system is a shambles but not a peep for giving $300M to Cambodia and $500M to Ukraine! You are also traitors to Canadians.""}
",         Are you listening Canadians healthcare system is a shambles but not a peep for giving M to Cambodia and M to Ukraine You are also traitors to Canadians 
1145,"{""edit_history_tweet_ids"": [""1592229127108825088""], ""id"": ""1592229127108825088"", ""text"": ""@bdeena @ProfKlausSchwab The prosperity of my daughter's generation has been sacrificed for worthless, non-effective ideology.  \n\nGood job NDP &amp; Liberal voters.""}
",        The prosperity of my daughters generation has been sacrificed for worthless noneffective eology  nnGood job NDP amp Liberal voters 
1146,"{""edit_history_tweet_ids"": [""1592229141688221696""], ""id"": ""1592229141688221696"", ""text"": ""I just wanted to point out I added Ben Shapiro on this post just because I like the guy I never even crossed my mind that it's Santa Claus and I think he may be a Jewish man if that's the case I apologize there was no offense meant""}
",      I just wanted to point out I added Ben Shapiro on this post just because I like the guy I never even crossed my mind that its Santa Claus and I think he may be a Jewish man if thats the case I apologize there was no offense meant 
1147,"{""edit_history_tweet_ids"": [""1592229152580841472""], ""id"": ""1592229152580841472"", ""text"": ""@Concern70732755 There\u2019s a lot of paid liberal trolls on here so just ignore them. They\u2019re being paid to counter attack anything negative about our useless PM. He corrupted them like he did our journalist\u2019s.""}
",       Thereus a lot of pa liberal trolls on here so just ignore them Theyure being pa to counter attack anything negative about our useless PM He corrupted them like he d our journalistus 
1148,"{""edit_history_tweet_ids"": [""1592229152534712320""], ""id"": ""1592229152534712320"", ""text"": ""@PierrePoilievre So why won\u2019t you talk to these oil companies and ask them nicely to lower their prices and STOP gauging Canadians? Why Pierre, why\u2026just answer the question, why, answer the question? You\u2019re a FRAUD!""}
",       So why wonut you talk to these oil companies and ask them nicely to lower their prices and STOP gauging Canadians Why Pierre whyujust answer the question why answer the question Youure a FRAUD 
1149,"{""edit_history_tweet_ids"": [""1592229165729779714""], ""id"": ""1592229165729779714"", ""text"": ""@FilmsRadiance A Canadian Independent film from 1981 starring Patrick McGoohan, Margaret Trudeau and Alexis Kanner. Highly prized by Prisoner fans to the McGoohan/Kanner rematch.""}
",       A Canadian Independent film from  starring Patrick McGoohan Margaret Trudeau and Alexis Kanner Highly prized by Prisoner fans to the McGoohanKanner rematch 
1150,"{""edit_history_tweet_ids"": [""1592229171564285952""], ""id"": ""1592229171564285952"", ""text"": ""Minister of Justice and Attorney General of Canada: Trudeau Hate Speech Criminal Accountability - Sign the Petition! https://t.co/9o8C3bD6pL via @CdnChange""}
",      Minister of Justice and Attorney General of Canada Trudeau Hate Speech Criminal Accountability  Sign the Petition  via  
1151,"{""edit_history_tweet_ids"": [""1592229168976171008""], ""id"": ""1592229168976171008"", ""text"": ""A few countries are trying to defy the WEF &amp; other globalists.\nHere in Northern America, both Trudeau and Biden are CHEERLEADERS for the WEF &amp; the Great Reset and they wear their grotesque WEF uniforms.\n\nThings are upside down and backwards. https://t.co/A2vw1xNB8b""}
",      A few countries are trying to defy the WEF amp other globalistsnHere in Northern America both Trudeau and Ben are CHEERLEADERS for the WEF amp the Great Reset and they wear their grotesque WEF uniformsnnThings are upse down and backwards  
1152,"{""edit_history_tweet_ids"": [""1592229179592159233""], ""id"": ""1592229179592159233"", ""text"": ""@AndrewLawton Omg! You actually tweeted a completely factual sentence! See, it is possible!!!""}
",       Omg You actually tweeted a completely factual sentence See it is possible 
1153,"{""edit_history_tweet_ids"": [""1592229178568474626""], ""id"": ""1592229178568474626"", ""text"": ""He mucks up everything he touches! So, what did we really expect from Justinflation The Turd, the Lieberals, the NDP and Jughead!!!!!\n\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9\ud83d\udca9 https://t.co/JNTXiBFp3I""}
",      He mucks up everything he touches So what d we really expect from Justinflation The Turd the Lieberals the NDP and Jugheadnuddudcauddudcauddudcauddudcauddudcauddudcauddudcauddudcauddudcauddudca  
1154,"{""edit_history_tweet_ids"": [""1592229181827710976""], ""id"": ""1592229181827710976"", ""text"": ""Prime Minister Trudeau delivers remarks in London, United Kingdom https://t.co/KFQ2tfqCLi via @YouTube\nNone of you insider Heaven Kingdom every bit thing that you have been doing around here Canada People know everything about you in person.\nCommander in chief Hon Justin Trudeau""}
",      Prime Minister Trudeau delivers remarks in London United Kingdom  via nNone of you inser Heaven Kingdom every bit thing that you have been doing around here Canada People know everything about you in personnCommander in chief Hon Justin Trudeau 
1155,"{""edit_history_tweet_ids"": [""1592229189826105344""], ""id"": ""1592229189826105344"", ""text"": ""@Harry__Faulkner And Justin\u2019s girlfriend assumes the position""}
",       And Justinus girlfriend assumes the position 
1156,"{""edit_history_tweet_ids"": [""1592229193550794752""], ""id"": ""1592229193550794752"", ""text"": ""@shelby_trudeau @taylornation13 IM MANIFESTING THE BEST SEATS FOR BOTH OF US \u2728\u2728""}
",        IM MANIFESTING THE BEST SEATS FOR BOTH OF US uu 
1157,"{""edit_history_tweet_ids"": [""1592229201264115713""], ""id"": ""1592229201264115713"", ""text"": ""@kickkenney @TheBlueGem3 @ClownWorld_ But RRSP have always worked that way""}
",         But RRSP have always worked that way 
1158,"{""edit_history_tweet_ids"": [""1592229203550023680""], ""id"": ""1592229203550023680"", ""text"": ""@Derricktgoat Yup, sounds about right""}
",       Yup sounds about right 
1159,"{""edit_history_tweet_ids"": [""1592229209958944768""], ""id"": ""1592229209958944768"", ""text"": ""@PierrePoilievre Not in Alberta...why is that? Oil companies can control the prices you say?""}
",       Not in Albertawhy is that Oil companies can control the prices you say 
1160,"{""edit_history_tweet_ids"": [""1592229212827815936""], ""id"": ""1592229212827815936"", ""text"": ""@MrStache9 Times are getting tough, where's Trudeau ? Sorry had to segue my newest in here \ud83d\ude1e\ud83d\ude02 https://t.co/jQsIdJucXk""}
",       Times are getting tough wheres Trudeau  Sorry had to segue my newest in here uddudeeuddude  
1161,"{""edit_history_tweet_ids"": [""1592229213951922176""], ""id"": ""1592229213951922176"", ""text"": ""So Trudeau causes monumental illness with lockdowns to save lives. Now he\u2019s encouraging and facilitating suicide for those with mental illnesses. https://t.co/nwKoKoSy04""}
",      So Trudeau causes monumental illness with lockdowns to save lives Now heus encouraging and facilitating suice for those with mental illnesses  
1162,"{""edit_history_tweet_ids"": [""1592229224076955648""], ""id"": ""1592229224076955648"", ""text"": ""@thevivafrei pure evil""}
",       pure evil 
1163,"{""edit_history_tweet_ids"": [""1592229229223346177""], ""id"": ""1592229229223346177"", ""text"": ""@PierrePoilievre Socialize all of it! Thanks for spreading the message, #PeePee!""}
",       Socialize all of it Thanks for spreading the message PeePee 
1164,"{""edit_history_tweet_ids"": [""1592229230129340416""], ""id"": ""1592229230129340416"", ""text"": ""@WHO https://t.co/b8BM7IEajH Hitler is a socialist. Lenin Stalin Mao Obama all communists. Mussolini Castro Trudeau be Marxists. All are fascists. All are left. Not right. Leftwing. Not right. https://t.co/OIGMB9mv2x""}
",        Hitler is a socialist Lenin Stalin Mao Obama all communists Mussolini Castro Trudeau be Marxists All are fascists All are left Not right Leftwing Not right  
1165,"{""edit_history_tweet_ids"": [""1592229229655388160""], ""id"": ""1592229229655388160"", ""text"": ""The WEF only recruits the brightest and the best. https://t.co/oTgSff8TEq""}
",      The WEF only recruits the brightest and the best  
1166,"{""edit_history_tweet_ids"": [""1592229235665543169""], ""id"": ""1592229235665543169"", ""text"": ""@DianaHarding7 @BernieSpofforth The one supposed to be Joe Biden is plastic""}
",        The one supposed to be Joe Ben is plastic 
1167,"{""edit_history_tweet_ids"": [""1592229239679770624""], ""id"": ""1592229239679770624"", ""text"": ""@TheTorontoSun It's not genocide when china does it.""}
",       Its not genoce when china does it 
1168,"{""edit_history_tweet_ids"": [""1592229241495900162""], ""id"": ""1592229241495900162"", ""text"": ""@MaximeBernier @theJagmeetSingh @PierrePoilievre We know to whom it's really going to. Look at who's in charge there and it'll all make sense.""}
",         We know to whom its really going to Look at whos in charge there and itll all make sense 
1169,"{""edit_history_tweet_ids"": [""1592229246797516801""], ""id"": ""1592229246797516801"", ""text"": ""@ABDanielleSmith @KremlinRussia_E Danielle Smith, stay out of that political quicksand! Brezinsky is \""the real bad guy\"" What is with all this dangerous and expensive political posturing and virtue signalling.?? If you really want to help us all out; send trudeau, singh &amp; posse's over there. They are expendable""}
",        Danielle Smith stay out of that political quicksand Brezinsky is the real bad guy What is with all this dangerous and expensive political posturing and virtue signalling If you really want to help us all out send trudeau singh amp posses over there They are expendable 
1170,"{""edit_history_tweet_ids"": [""1592229249091801089""], ""id"": ""1592229249091801089"", ""text"": ""@Derricktgoat Fake news""}
",       Fake news 
1171,"{""edit_history_tweet_ids"": [""1592229255270010881""], ""id"": ""1592229255270010881"", ""text"": ""@Conniesea22 @elonmusk @CL207 Always enjoy hearing people like you describe themselves as \""free thinkers\"" \ud83d\ude02\n\nWhatabout this, whatabout that... This thread is about bro and his persistent lying.  You've demonstrated your lack of awareness on the topic.""}
",         Always enjoy hearing people like you describe themselves as free thinkers uddudennWhatabout this whatabout that This thread is about bro and his persistent lying  Youve demonstrated your lack of awareness on the topic 
1172,"{""edit_history_tweet_ids"": [""1592229291420708864""], ""id"": ""1592229291420708864"", ""text"": ""@hfjohnsen @WeAreCanProud I guess Trudeau should hire you to answer questions from the media. Please explain his answer so all of us can understand.""}
",        I guess Trudeau should hire you to answer questions from the media Please explain his answer so all of us can understand 
1173,"{""edit_history_tweet_ids"": [""1592229295526940672""], ""id"": ""1592229295526940672"", ""text"": ""Trudeau = moron https://t.co/CYh3UsGiUQ""}
",      Trudeau  moron  
1174,"{""edit_history_tweet_ids"": [""1592229306474061824""], ""id"": ""1592229306474061824"", ""text"": ""Justin Trudeau is meh. Not awful, not amazing, but he\u2019s \u201cfine\u201d. \n\nThere, I said it. Here come the replies \ud83d\ude02\ud83d\ude05""}
",      Justin Trudeau is meh Not awful not amazing but heus ucfineud nnThere I sa it Here come the replies uddudeuddude 
1175,"{""edit_history_tweet_ids"": [""1592229314204139520""], ""id"": ""1592229314204139520"", ""text"": ""@JustinTrudeau I suggest Trudeau take advantage of his new assisted suicide program""}
",       I suggest Trudeau take advantage of his new assisted suice program 
1176,"{""edit_history_tweet_ids"": [""1592229336945655808""], ""id"": ""1592229336945655808"", ""text"": ""@SenatorHousakos what will he say about this now ?  \nAn employee of Hydro-Quebec has been charged with espionage for obtaining trade secrets to benefit China\nhttps://t.co/moKpDGI8FD""}
",       what will he say about this now   nAn employee of HydroQuebec has been charged with espionage for obtaining trade secrets to benefit Chinan 
1177,"{""edit_history_tweet_ids"": [""1592229364829388800""], ""id"": ""1592229364829388800"", ""text"": ""@Dave63153898 @DianaLunn4 @dubsndoo @pierre Perhaps you are! I wouldn't know what is your reason for not understanding that masks can reduce transmission of airborne viruses.""}
",          Perhaps you are I wouldnt know what is your reason for not understanding that masks can reduce transmission of airborne viruses 
1178,"{""edit_history_tweet_ids"": [""1592229368423927810""], ""id"": ""1592229368423927810"", ""text"": ""@60Minutes https://t.co/b8BM7IEajH Hitler is a socialist. Lenin Stalin Mao Obama all communists. Mussolini Castro Trudeau be Marxists. All are fascists. All are left. Not right. Leftwing. Not right. https://t.co/xv44lRPGkh""}
",        Hitler is a socialist Lenin Stalin Mao Obama all communists Mussolini Castro Trudeau be Marxists All are fascists All are left Not right Leftwing Not right  
1179,"{""edit_history_tweet_ids"": [""1592229369665257475""], ""id"": ""1592229369665257475"", ""text"": ""@emmirue @taylornation13 Same!!! I just need to get tickets for Glendale bc I need to go before my due date in May \ud83d\udc76\ud83c\udffc""}
",        Same I just need to get tickets for Glendale bc I need to go before my due date in May uddudcudcudffc 
1180,"{""edit_history_tweet_ids"": [""1592229393463939072""], ""id"": ""1592229393463939072"", ""text"": ""@dirtysoks @IAMSMRT1 @MeaneyJim Interest rates rising is to combat inflation stop complaining you complain about inflation then you complain about the measure to force it down nothing ever makes a Conservative happy""}
",         Interest rates rising is to combat inflation stop complaining you complain about inflation then you complain about the measure to force it down nothing ever makes a Conservative happy 
1181,"{""edit_history_tweet_ids"": [""1592229397226217472""], ""id"": ""1592229397226217472"", ""text"": ""@Derricktgoat We do need to help our vets and military""}
",       We do need to help our vets and military 
1182,"{""edit_history_tweet_ids"": [""1592229406512410624""], ""id"": ""1592229406512410624"", ""text"": ""@ryangerritsen He talks a big talk in front of his cult buddies. There is stench in numbers. https://t.co/mP7Y9djCtj""}
",       He talks a big talk in front of his cult buddies There is stench in numbers  
1183,"{""edit_history_tweet_ids"": [""1592229410903564290""], ""id"": ""1592229410903564290"", ""text"": ""@dubsndoo Almost like the real objective is bankrupting Canada.""}
",       Almost like the real objective is bankrupting Canada 
1184,"{""edit_history_tweet_ids"": [""1592229416612122624""], ""id"": ""1592229416612122624"", ""text"": ""Parents must be so furious with Justin Trudeau""}
",      Parents must be so furious with Justin Trudeau 
1185,"{""edit_history_tweet_ids"": [""1592229419401482241""], ""id"": ""1592229419401482241"", ""text"": ""If Trudeau had put one billion into healthcare instead of Ukraine and all his other ego desires our children would be protected. https://t.co/vCyNPHdTld""}
",      If Trudeau had put one billion into healthcare instead of Ukraine and all his other ego desires our children would be protected  
1186,"{""edit_history_tweet_ids"": [""1592229422223982598""], ""id"": ""1592229422223982598"", ""text"": ""@PierrePoilievre Canada back in second place for foreign investment\nCanada bumped Germany in index that rates attractiveness for direct foreign investment\nBy Nelson Bennett | June 16, 2020, 8:58am https://t.co/Aw63jdB6VF""}
",       Canada back in second place for foreign investmentnCanada bumped Germany in index that rates attractiveness for direct foreign investmentnBy Nelson Bennett  June   am  
1187,"{""edit_history_tweet_ids"": [""1592229424573087744""], ""id"": ""1592229424573087744"", ""text"": ""@TheoFleury14 Yes Trudeau  has to stop laundering our taxpayer dollars to Ukraine by funding Neo Nazis is this treasonous. @JustinTrudeau should. STEP UP and STOP TAXING CANADIAN MORE TO ONLY FUNNEL THE MONEY BACK TO UKRAINE. FTX anyone MONEY LAUNDERING 101.""}
",       Yes Trudeau  has to stop laundering our taxpayer dollars to Ukraine by funding Neo Nazis is this treasonous  should STEP UP and STOP TAXING CANADIAN MORE TO ONLY FUNNEL THE MONEY BACK TO UKRAINE FTX anyone MONEY LAUNDERING  
1188,"{""edit_history_tweet_ids"": [""1592229425503928320""], ""id"": ""1592229425503928320"", ""text"": ""Walking with Trudeau doesn't make it any better either. https://t.co/n0NSMVPcZA""}
",      Walking with Trudeau doesnt make it any better either  
1189,"{""edit_history_tweet_ids"": [""1592229441195110400""], ""id"": ""1592229441195110400"", ""text"": ""@DanAlbas \ud83e\udd23Not even logical. Should be embarrassed to even post this. Your unintelligence is showing.""}
",       udeuddNot even logical Should be embarrassed to even post this Your unintelligence is showing 
1190,"{""edit_history_tweet_ids"": [""1592229443791118337""], ""id"": ""1592229443791118337"", ""text"": ""@acoyne ...and yet Trudeau and his travelling clown show fly around the world to defend who knows what""}
",       and yet Trudeau and his travelling clown show fly around the world to defend who knows what 
1191,"{""edit_history_tweet_ids"": [""1592229456810500096""], ""id"": ""1592229456810500096"", ""text"": ""@zenith242 @malh1955 @juneslater17 We have New Democratic party (anything but democratic) and Liberal, party (Herr Trudeau), who have joined forces, against the conservatives. These two are both World Economic Forum members. Bad news for Canadians.""}
",         We have New Democratic party anything but democratic and Liberal party Herr Trudeau who have joined forces against the conservatives These two are both World Economic Forum members Bad news for Canadians 
1192,"{""edit_history_tweet_ids"": [""1592229467375763457""], ""id"": ""1592229467375763457"", ""text"": ""@Bird5Ca Charity begins at home. But, a globalist like Trudeau is in it for his own ego. SCUTINY? Where is the the \""true accountability\"" after the $$ leave Canada? How is it being spent? For what? by whom? All for helping Ukraine. But, how do we know it isn't a wealth transfer? https://t.co/5T0sJY6i0m""}
",       Charity begins at home But a globalist like Trudeau is in it for his own ego SCUTINY Where is the the true accountability after the  leave Canada How is it being spent For what by whom All for helping Ukraine But how do we know it isnt a wealth transfer  
1193,"{""edit_history_tweet_ids"": [""1592229473117929472""], ""id"": ""1592229473117929472"", ""text"": ""@Aldo94822596 Is \""Golden Boys\"" a euphemism for \""Utter Wankers\""?""}
",       Is Golden Boys a euphemism for Utter Wankers 
1194,"{""edit_history_tweet_ids"": [""1592229490175926274""], ""id"": ""1592229490175926274"", ""text"": ""@AndrewLawton Hard- hitting journalism! Pulitzer in the near future I am sure!""}
",       Hard hitting journalism Pulitzer in the near future I am sure 
1195,"{""edit_history_tweet_ids"": [""1592229503136583680""], ""id"": ""1592229503136583680"", ""text"": ""@PierrePoilievre @JustinTrudeau is doing that.""}
",        is doing that 
1196,"{""edit_history_tweet_ids"": [""1592229504759451648""], ""id"": ""1592229504759451648"", ""text"": ""@JustinTrudeau, are we finally going to strengthen our security before becoming Chinada?\nShouldn\u2019t that be the Prime Minister\u2019s priority? \n#cdnpoli https://t.co/FqRICKrPeT""}
",       are we finally going to strengthen our security before becoming ChinadanShouldnut that be the Prime Ministerus priority ncdnpoli  
1197,"{""edit_history_tweet_ids"": [""1592229509079728136""], ""id"": ""1592229509079728136"", ""text"": ""@Concern70732755 What do you expect from the do  of Castro?""}
",       What do you expect from the do  of Castro 
1198,"{""edit_history_tweet_ids"": [""1592229516768088064""], ""id"": ""1592229516768088064"", ""text"": ""@TrueNorthCentre He is not making himself very CLEAR.""}
",       He is not making himself very CLEAR 
1199,"{""edit_history_tweet_ids"": [""1592229529300660225""], ""id"": ""1592229529300660225"", ""text"": ""@WeAreCanProud Who's a cute baby?  Wuzza widdle baby cutie?  Cutie cutie baby.....""}
",       Whos a cute baby  Wuzza wdle baby cutie  Cutie cutie baby 
1200,"{""edit_history_tweet_ids"": [""1592229541111816194""], ""id"": ""1592229541111816194"", ""text"": ""@SilverAlso Can't believe he was re-elected. I have a cousin who was cheering for Trudeau during the truckers' protest.""}
",       Cant believe he was reelected I have a cousin who was cheering for Trudeau during the truckers protest 
1201,"{""edit_history_tweet_ids"": [""1592229548862889984""], ""id"": ""1592229548862889984"", ""text"": ""@alienmagicman He is a disgrace""}
",       He is a disgrace 
1202,"{""edit_history_tweet_ids"": [""1592229552033787905""], ""id"": ""1592229552033787905"", ""text"": ""@askwhymoreoften @TheRealKeean OMG, Trudeau might actually have to say something about this. What will the Communsit China Overlords think? https://t.co/voi0tbz38W""}
",        OMG Trudeau might actually have to say something about this What will the Communsit China Overlords think  
1203,"{""edit_history_tweet_ids"": [""1592229559172272128""], ""id"": ""1592229559172272128"", ""text"": ""@JoEllenGilham @CTVWindsor It's so much worse this year because of all the mandates our kids have faced over the last 3 years. They have devoting immune systems and they have been suppressed living in a sterile environment. The damage caused by lockdowns and mask mandates will be felt for a very long time.""}
",        Its so much worse this year because of all the mandates our ks have faced over the last  years They have devoting immune systems and they have been suppressed living in a sterile environment The damage caused by lockdowns and mask mandates will be felt for a very long time 
1204,"{""edit_history_tweet_ids"": [""1592229563228196866""], ""id"": ""1592229563228196866"", ""text"": ""@AndersonBooz @TheTorontoSun I have a copy &amp; paste response to all of you Trudeau lovers   Get over it!! Harper was long enough ago that it doesn\u2019t matter anymore. Trudeau has had many (too many) years to undo damage &amp; to show us a leader but he has failed on EVERY level""}
",        I have a copy amp paste response to all of you Trudeau lovers   Get over it Harper was long enough ago that it doesnut matter anymore Trudeau has had many too many years to undo damage amp to show us a leader but he has failed on EVERY level 
1205,"{""edit_history_tweet_ids"": [""1592229558866292737""], ""id"": ""1592229558866292737"", ""text"": ""@TPostMillennial The @liberal_party should examine themselves before euthanasia for mentally ill  comes in March. https://t.co/16SbhYW1ul""}
",       The  should examine themselves before euthanasia for mentally ill  comes in March  
1206,"{""edit_history_tweet_ids"": [""1592229580827680768""], ""id"": ""1592229580827680768"", ""text"": ""@SamanthaDaCos18 It's a bandaid solution approved by the Assembly of first nations.""}
",       Its a banda solution approved by the Assembly of first nations 
1207,"{""edit_history_tweet_ids"": [""1592229605402120194""], ""id"": ""1592229605402120194"", ""text"": ""from @Reuters: \n https://t.co/8nDGFY4tKk  #singleuse #COP27 #cop27egypt #Canadians #Canada #UnevenSteven #Hypocrisy #Trudeau #ClimateAction""}
",      from  n   singleuse COP copegypt Canadians Canada UnevenSteven Hypocrisy Trudeau ClimateAction 
1208,"{""edit_history_tweet_ids"": [""1592229612473683968""], ""id"": ""1592229612473683968"", ""text"": ""@WeAreCanProud Awe, poor Justin, he feels bullied, snowflake""}
",       Awe poor Justin he feels bullied snowflake 
1209,"{""edit_history_tweet_ids"": [""1592229626373341186""], ""id"": ""1592229626373341186"", ""text"": ""What a coward https://t.co/4xIvEAsbYT""}
",      What a coward  
1210,"{""edit_history_tweet_ids"": [""1592229626906042371""], ""id"": ""1592229626906042371"", ""text"": ""Prime Minister Trudeau delivers remarks in London, United Kingdom https://t.co/KFQ2tfq4VK via @YouTube\nCommander in chief Hon Justin Trudeau \nOttawa 100% Jerusalem-a of Africa the Ottawa""}
",      Prime Minister Trudeau delivers remarks in London United Kingdom  via nCommander in chief Hon Justin Trudeau nOttawa  Jerusalema of Africa the Ottawa 
1211,"{""edit_history_tweet_ids"": [""1592229630299508739""], ""id"": ""1592229630299508739"", ""text"": ""@CathySt35873400 @TerryGlavin Bottom line, he\u2019s acting you know getting into the role. I can not listen to he. He has tgg he e most people insincere voice. It gags me.""}
",        Bottom line heus acting you know getting into the role I can not listen to he He has tgg he e most people insincere voice It gags me 
1212,"{""edit_history_tweet_ids"": [""1592229636997804032""], ""id"": ""1592229636997804032"", ""text"": ""@WeAreCanProud Any chance that teaching drama and giving snowboard lessons to our youth aren't the real world job experiences one needs before trying to govern a nation?""}
",       Any chance that teaching drama and giving snowboard lessons to our youth arent the real world job experiences one needs before trying to govern a nation 
1213,"{""edit_history_tweet_ids"": [""1592229645016977410""], ""id"": ""1592229645016977410"", ""text"": ""@WBrettWilson Singh should JUST SHUT UP.  He is responsible for trudeau remaining in power.""}
",       Singh should JUST SHUT UP  He is responsible for trudeau remaining in power 
1214,"{""edit_history_tweet_ids"": [""1592229661312167936""], ""id"": ""1592229661312167936"", ""text"": ""@johnJac38295218 @Margare20770512 @mya11281477 Too bad someone didn't hide the cheque book from him before he left.""}
",         Too bad someone dnt he the cheque book from him before he left 
1215,"{""edit_history_tweet_ids"": [""1592229660498481153""], ""id"": ""1592229660498481153"", ""text"": ""@Scribulatora Is this satire? There isn't a single cabinet member left with relevant industry experience in any position with the departure of Morneau. NONE. I'm not saying this in defence of the CPC but the Liberals are as deep as a toilet bowl when it comes to skills and experience.""}
",       Is this satire There isnt a single cabinet member left with relevant industry experience in any position with the departure of Morneau NONE Im not saying this in defence of the CPC but the Liberals are as deep as a toilet bowl when it comes to skills and experience 
1216,"{""edit_history_tweet_ids"": [""1592229668874321922""], ""id"": ""1592229668874321922"", ""text"": ""@HillBilly_Baby The effect of liberalism in our society, for sure.""}
",       The effect of liberalism in our society for sure 
1217,"{""edit_history_tweet_ids"": [""1592229675145007104""], ""id"": ""1592229675145007104"", ""text"": ""@dubsndoo The Green Grift is killing the West.""}
",       The Green Grift is killing the West 
1218,"{""edit_history_tweet_ids"": [""1592229673697935360""], ""id"": ""1592229673697935360"", ""text"": ""@ZelenskyyUa @JustinTrudeau No, you should be thanking the over taxed cdns whose money traitor Trudeau is throwing around. I strongly object. \n\nOur healthcare is imploding, it needs our money. But junior keeps giving OUR $ away.  He is deliberately destroying  \ud83c\udde8\ud83c\udde6 You\u2019ve had enough $$.  No more""}
",        No you should be thanking the over taxed cdns whose money traitor Trudeau is throwing around I strongly object nnOur healthcare is imploding it needs our money But junior keeps giving OUR  away  He is deliberately destroying  udcuddeudcudde Youuve had enough   No more 
1219,"{""edit_history_tweet_ids"": [""1592229696754049024""], ""id"": ""1592229696754049024"", ""text"": ""Who was the Ontario MPP that China used to funnel money to federal candidates in 2019? Who was the staffer? And above all, who are the 11 candidates identified by CSIS as recipients of this Chinese Communist money? #onpoli #cdnpoli #China11 https://t.co/nxQhqOGRoS""}
",      Who was the Ontario MPP that China used to funnel money to federal candates in  Who was the staffer And above all who are the  candates entified by CSIS as recipients of this Chinese Communist money onpoli cdnpoli China  
1220,"{""edit_history_tweet_ids"": [""1592229709068537856""], ""id"": ""1592229709068537856"", ""text"": ""@TheRealKeean Works for Trudeau\u2026""}
",       Works for Trudeauu 
1221,"{""edit_history_tweet_ids"": [""1592229706505461760""], ""id"": ""1592229706505461760"", ""text"": ""@TheoFleury14 Well he can\u2019t use FTX \ud83e\udd14 So how is this SOB laundering the money?""}
",       Well he canut use FTX udeudd So how is this SOB laundering the money 
1222,"{""edit_history_tweet_ids"": [""1592229713027760132""], ""id"": ""1592229713027760132"", ""text"": ""LILLEY: Trudeau quick to use genocide when speaking of Canada but slow on China https://t.co/FDXNm0FoKo via @""}
",      LILLEY Trudeau quick to use genoce when speaking of Canada but slow on China  via  
1223,"{""edit_history_tweet_ids"": [""1592229717054459905""], ""id"": ""1592229717054459905"", ""text"": ""@PaulTho47290238 @DiagolonMonkey @LKobelnotski @Taberisagrunt @TurdyTr333 @mysunshine1602 @ze_DVE @karenshubris @generalsfcw @ClawofBluegrass @opscrotchfruit @JoshuaEberly1 @evrybdydys @That1dude247 @covfefeprophet @the_amish_ninja @COINCELAWSUIT @klem1544 @Revned144 @TheAnonLebowski @julie74439076 @EGdm8z @atmphresh @KrispyKush313 @SaltyFlGrl @absurdistlocker @BIGA60 @SputzeeD @DanShreffler @DARKFAGG0T9000 @BCovefe @asteveuknew @Cha0sKrystal17 @noastonishment @TelfordMk4 @VoodooKX @AirgunB @FaustianBurgle @jayaltons @spiritualbiatch @QuantumFren @UnkelKennie @RealSquatch_XXL @ZIncinium @Albirdly2 @Animus_Diagolon @anonnewsfeed1 @LoShime @lit_poster @HughMungus100 I have heard about  Cryptids in Cambodia\nHope Trudeau does not run in to any https://t.co/mKQAeCgBPP""}
",                                                        I have heard about  Crypts in CambodianHope Trudeau does not run in to any  
1224,"{""edit_history_tweet_ids"": [""1592229732279816194""], ""id"": ""1592229732279816194"", ""text"": ""@BlackfaceMatte1 does Trudeau actually have the power to do this without consulting parliament?""}
",       does Trudeau actually have the power to do this without consulting parliament 
1225,"{""edit_history_tweet_ids"": [""1592229735530393600""], ""id"": ""1592229735530393600"", ""text"": ""@kkirkup Blame the health care system wastefulness and Trudeau for bringing in more immigrants than our systems can handle.""}
",       Blame the health care system wastefulness and Trudeau for bringing in more immigrants than our systems can handle 
1226,"{""edit_history_tweet_ids"": [""1592229745382817793""], ""id"": ""1592229745382817793"", ""text"": ""@WeAreCanProud How much did the Chinese give to Trudeau and when did they give it?""}
",       How much d the Chinese give to Trudeau and when d they give it 
1227,"{""edit_history_tweet_ids"": [""1592229749300293632""], ""id"": ""1592229749300293632"", ""text"": ""@AndrewLawton Pretty petty of you. Slow news day?""}
",       Pretty petty of you Slow news day 
1228,"{""edit_history_tweet_ids"": [""1592229760431968256""], ""id"": ""1592229760431968256"", ""text"": ""@PierrePoilievre Canada surpasses U.S. as most attractive destination for foreign workers The COVID-19 pandemic was the main factor influencing foreign worker preferences. Mohanad Moetaz Published on March 22nd, 2021 at 05:00am EDT https://t.co/BCsN6jMzN1""}
",       Canada surpasses US as most attractive destination for foreign workers The COVID pandemic was the main factor influencing foreign worker preferences Mohanad Moetaz Published on March nd  at am EDT  
1229,"{""edit_history_tweet_ids"": [""1592229770338930688""], ""id"": ""1592229770338930688"", ""text"": ""@WeAreCanProud He\u2019s fantastically stupid without a teleprompter and a soft-ball, ass-licking media fielding him questions. We knew he was vapid, bordering on addled, but this is almost Biden-tier.""}
",       Heus fantastically stup without a teleprompter and a softball asslicking media fielding him questions We knew he was vap bordering on addled but this is almost Bentier 
